starttime	seconds	ctime	dtime	ttime	wait
Tue Jul 08 23:39:35 2025	1752007175	2	924	926	856
Tue Jul 08 23:39:41 2025	1752007181	0	926	926	864
Tue Jul 08 23:39:38 2025	1752007178	0	926	926	891
Tue Jul 08 23:39:38 2025	1752007178	6	920	927	920
Tue Jul 08 23:39:42 2025	1752007182	0	929	929	829
Tue Jul 08 23:39:44 2025	1752007184	0	931	931	930
Tue Jul 08 23:39:37 2025	1752007177	1	931	932	928
Tue Jul 08 23:39:47 2025	1752007187	0	932	933	897
Tue Jul 08 23:39:37 2025	1752007177	0	933	933	636
Tue Jul 08 23:39:45 2025	1752007185	0	934	934	900
Tue Jul 08 23:39:38 2025	1752007178	6	929	935	928
Tue Jul 08 23:39:35 2025	1752007175	9	926	935	853
Tue Jul 08 23:39:47 2025	1752007187	0	935	936	934
Tue Jul 08 23:39:35 2025	1752007175	0	936	936	853
Tue Jul 08 23:39:47 2025	1752007187	0	937	938	932
Tue Jul 08 23:39:44 2025	1752007184	0	938	938	938
Tue Jul 08 23:39:45 2025	1752007185	0	939	939	910
Tue Jul 08 23:39:44 2025	1752007184	0	939	939	939
Tue Jul 08 23:39:35 2025	1752007175	2	937	939	884
Tue Jul 08 23:39:45 2025	1752007185	0	942	942	939
Tue Jul 08 23:39:35 2025	1752007175	5	937	943	848
Tue Jul 08 23:39:35 2025	1752007175	2	942	943	920
Tue Jul 08 23:39:45 2025	1752007185	0	945	945	945
Tue Jul 08 23:39:39 2025	1752007179	0	945	946	865
Tue Jul 08 23:39:45 2025	1752007185	0	947	947	715
Tue Jul 08 23:39:45 2025	1752007185	0	947	947	882
Tue Jul 08 23:39:42 2025	1752007182	0	947	947	940
Tue Jul 08 23:39:37 2025	1752007177	1	947	948	884
Tue Jul 08 23:39:35 2025	1752007175	7	943	950	925
Tue Jul 08 23:39:37 2025	1752007177	0	953	953	952
Tue Jul 08 23:39:38 2025	1752007178	1	953	954	951
Tue Jul 08 23:39:42 2025	1752007182	0	954	954	701
Tue Jul 08 23:39:41 2025	1752007181	0	955	955	955
Tue Jul 08 23:39:41 2025	1752007181	0	955	955	955
Tue Jul 08 23:39:45 2025	1752007185	0	956	956	892
Tue Jul 08 23:39:44 2025	1752007184	0	957	957	935
Tue Jul 08 23:39:47 2025	1752007187	0	958	958	956
Tue Jul 08 23:39:36 2025	1752007176	0	959	960	959
Tue Jul 08 23:39:38 2025	1752007178	0	960	960	957
Tue Jul 08 23:39:39 2025	1752007179	0	960	960	885
Tue Jul 08 23:39:42 2025	1752007182	0	961	961	924
Tue Jul 08 23:39:42 2025	1752007182	0	961	961	931
Tue Jul 08 23:39:45 2025	1752007185	0	961	962	961
Tue Jul 08 23:39:40 2025	1752007180	3	960	963	821
Tue Jul 08 23:39:42 2025	1752007182	0	963	963	894
Tue Jul 08 23:39:40 2025	1752007180	0	963	963	963
Tue Jul 08 23:39:38 2025	1752007178	1	964	965	964
Tue Jul 08 23:39:37 2025	1752007177	0	967	968	932
Tue Jul 08 23:39:36 2025	1752007176	0	968	968	862
Tue Jul 08 23:39:44 2025	1752007184	0	971	971	905
Tue Jul 08 23:39:36 2025	1752007176	0	971	971	969
Tue Jul 08 23:39:47 2025	1752007187	2	970	971	711
Tue Jul 08 23:39:42 2025	1752007182	0	971	971	963
Tue Jul 08 23:39:36 2025	1752007176	0	972	972	843
Tue Jul 08 23:39:41 2025	1752007181	0	973	973	972
Tue Jul 08 23:39:36 2025	1752007176	0	972	973	908
Tue Jul 08 23:39:36 2025	1752007176	0	974	974	783
Tue Jul 08 23:39:45 2025	1752007185	0	976	976	851
Tue Jul 08 23:39:41 2025	1752007181	0	977	977	919
Tue Jul 08 23:39:36 2025	1752007176	0	980	981	954
Tue Jul 08 23:39:36 2025	1752007176	3	979	982	944
Tue Jul 08 23:39:44 2025	1752007184	0	982	982	938
Tue Jul 08 23:39:41 2025	1752007181	0	983	983	979
Tue Jul 08 23:39:47 2025	1752007187	0	984	984	982
Tue Jul 08 23:39:36 2025	1752007176	2	983	985	891
Tue Jul 08 23:39:44 2025	1752007184	0	986	986	985
Tue Jul 08 23:39:36 2025	1752007176	3	983	986	774
Tue Jul 08 23:39:36 2025	1752007176	3	983	986	919
Tue Jul 08 23:39:36 2025	1752007176	3	983	986	841
Tue Jul 08 23:39:37 2025	1752007177	0	986	986	880
Tue Jul 08 23:39:37 2025	1752007177	0	986	986	915
Tue Jul 08 23:39:36 2025	1752007176	3	983	986	827
Tue Jul 08 23:39:36 2025	1752007176	4	983	986	811
Tue Jul 08 23:39:37 2025	1752007177	0	988	988	983
Tue Jul 08 23:39:45 2025	1752007185	0	988	988	988
Tue Jul 08 23:39:38 2025	1752007178	0	989	989	988
Tue Jul 08 23:39:38 2025	1752007178	0	989	989	987
Tue Jul 08 23:39:37 2025	1752007177	0	989	989	967
Tue Jul 08 23:39:44 2025	1752007184	0	996	996	996
Tue Jul 08 23:39:45 2025	1752007185	0	997	997	986
Tue Jul 08 23:39:37 2025	1752007177	0	997	997	961
Tue Jul 08 23:39:36 2025	1752007176	0	998	998	838
Tue Jul 08 23:39:36 2025	1752007176	0	998	998	783
Tue Jul 08 23:39:37 2025	1752007177	0	999	999	997
Tue Jul 08 23:39:47 2025	1752007187	0	1000	1000	999
Tue Jul 08 23:39:37 2025	1752007177	0	1000	1000	994
Tue Jul 08 23:39:41 2025	1752007181	0	1002	1002	915
Tue Jul 08 23:39:44 2025	1752007184	0	1003	1003	1002
Tue Jul 08 23:39:41 2025	1752007181	0	1003	1003	925
Tue Jul 08 23:39:36 2025	1752007176	0	1005	1005	1005
Tue Jul 08 23:39:42 2025	1752007182	0	1005	1005	941
Tue Jul 08 23:39:44 2025	1752007184	0	1005	1005	1005
Tue Jul 08 23:39:36 2025	1752007176	2	1006	1008	1005
Tue Jul 08 23:39:40 2025	1752007180	0	1008	1008	1008
Tue Jul 08 23:39:35 2025	1752007175	2	1007	1009	913
Tue Jul 08 23:39:42 2025	1752007182	0	1009	1009	792
Tue Jul 08 23:39:37 2025	1752007177	0	1009	1009	898
Tue Jul 08 23:39:36 2025	1752007176	2	1008	1011	851
Tue Jul 08 23:39:45 2025	1752007185	0	1012	1012	815
Tue Jul 08 23:39:35 2025	1752007175	4	1008	1012	875
Tue Jul 08 23:39:44 2025	1752007184	0	1012	1012	1007
Tue Jul 08 23:39:45 2025	1752007185	0	1014	1014	927
Tue Jul 08 23:39:35 2025	1752007175	7	1008	1015	927
Tue Jul 08 23:39:35 2025	1752007175	7	1008	1015	930
Tue Jul 08 23:39:42 2025	1752007182	0	1015	1015	892
Tue Jul 08 23:39:36 2025	1752007176	0	1016	1016	975
Tue Jul 08 23:39:42 2025	1752007182	0	1017	1017	1017
Tue Jul 08 23:39:35 2025	1752007175	9	1008	1018	989
Tue Jul 08 23:39:41 2025	1752007181	0	1019	1019	1018
Tue Jul 08 23:39:47 2025	1752007187	0	1021	1021	1017
Tue Jul 08 23:39:36 2025	1752007176	0	1023	1023	916
Tue Jul 08 23:39:42 2025	1752007182	0	1026	1026	1025
Tue Jul 08 23:39:45 2025	1752007185	0	1027	1027	1027
Tue Jul 08 23:39:38 2025	1752007178	0	1028	1028	1028
Tue Jul 08 23:39:37 2025	1752007177	11	1018	1029	1016
Tue Jul 08 23:39:39 2025	1752007179	0	1030	1030	1027
Tue Jul 08 23:39:42 2025	1752007182	0	1031	1031	995
Tue Jul 08 23:39:44 2025	1752007184	0	1032	1033	1026
Tue Jul 08 23:39:35 2025	1752007175	7	1025	1033	1020
Tue Jul 08 23:39:45 2025	1752007185	0	1035	1035	981
Tue Jul 08 23:39:44 2025	1752007184	0	1037	1037	951
Tue Jul 08 23:39:44 2025	1752007184	0	1037	1038	1037
Tue Jul 08 23:39:39 2025	1752007179	2	1037	1039	896
Tue Jul 08 23:39:35 2025	1752007175	3	1037	1039	1019
Tue Jul 08 23:39:39 2025	1752007179	2	1039	1041	900
Tue Jul 08 23:39:37 2025	1752007177	0	1043	1043	916
Tue Jul 08 23:39:39 2025	1752007179	0	1043	1043	1039
Tue Jul 08 23:39:36 2025	1752007176	0	1043	1043	1042
Tue Jul 08 23:39:36 2025	1752007176	0	1044	1044	1043
Tue Jul 08 23:39:41 2025	1752007181	0	1044	1044	1043
Tue Jul 08 23:39:42 2025	1752007182	0	1044	1045	994
Tue Jul 08 23:39:38 2025	1752007178	0	1045	1045	964
Tue Jul 08 23:39:39 2025	1752007179	0	1046	1046	1044
Tue Jul 08 23:39:38 2025	1752007178	7	1040	1047	1039
Tue Jul 08 23:39:37 2025	1752007177	1	1046	1047	1014
Tue Jul 08 23:39:39 2025	1752007179	0	1048	1049	937
Tue Jul 08 23:39:38 2025	1752007178	0	1049	1049	1047
Tue Jul 08 23:39:41 2025	1752007181	0	1050	1050	1049
Tue Jul 08 23:39:44 2025	1752007184	0	1050	1050	1050
Tue Jul 08 23:39:38 2025	1752007178	7	1044	1050	1043
Tue Jul 08 23:39:39 2025	1752007179	0	1051	1052	908
Tue Jul 08 23:39:36 2025	1752007176	0	1052	1052	1048
Tue Jul 08 23:39:38 2025	1752007178	0	1053	1053	1049
Tue Jul 08 23:39:42 2025	1752007182	0	1055	1056	1037
Tue Jul 08 23:39:38 2025	1752007178	1	1056	1056	1056
Tue Jul 08 23:39:36 2025	1752007176	10	1047	1057	847
Tue Jul 08 23:39:36 2025	1752007176	2	1055	1057	1055
Tue Jul 08 23:39:41 2025	1752007181	0	1058	1058	1011
Tue Jul 08 23:39:36 2025	1752007176	0	1059	1059	1056
Tue Jul 08 23:39:36 2025	1752007176	0	1060	1060	1057
Tue Jul 08 23:39:41 2025	1752007181	0	1060	1060	1060
Tue Jul 08 23:39:44 2025	1752007184	0	1061	1061	1037
Tue Jul 08 23:39:35 2025	1752007175	0	1064	1064	969
Tue Jul 08 23:39:35 2025	1752007175	0	1066	1066	1013
Tue Jul 08 23:39:44 2025	1752007184	0	1067	1067	1065
Tue Jul 08 23:39:47 2025	1752007187	0	1066	1067	1066
Tue Jul 08 23:39:36 2025	1752007176	0	1067	1067	995
Tue Jul 08 23:39:37 2025	1752007177	0	1068	1068	800
Tue Jul 08 23:39:38 2025	1752007178	8	1061	1068	1058
Tue Jul 08 23:39:40 2025	1752007180	0	1071	1071	1071
Tue Jul 08 23:39:41 2025	1752007181	0	1071	1071	1071
Tue Jul 08 23:39:44 2025	1752007184	0	1071	1071	999
Tue Jul 08 23:39:39 2025	1752007179	0	1073	1073	1063
Tue Jul 08 23:39:35 2025	1752007175	0	1073	1073	960
Tue Jul 08 23:39:36 2025	1752007176	0	1080	1080	1080
Tue Jul 08 23:39:41 2025	1752007181	0	1081	1081	1081
Tue Jul 08 23:39:36 2025	1752007176	0	1082	1082	1082
Tue Jul 08 23:39:39 2025	1752007179	0	1085	1085	955
Tue Jul 08 23:39:39 2025	1752007179	0	1085	1085	961
Tue Jul 08 23:39:47 2025	1752007187	0	1086	1086	1085
Tue Jul 08 23:39:41 2025	1752007181	0	1087	1087	1086
Tue Jul 08 23:39:35 2025	1752007175	0	1088	1088	1002
Tue Jul 08 23:39:38 2025	1752007178	1	1088	1088	1086
Tue Jul 08 23:39:39 2025	1752007179	2	1088	1090	1085
Tue Jul 08 23:39:35 2025	1752007175	0	1091	1092	1016
Tue Jul 08 23:39:38 2025	1752007178	0	1092	1093	1092
Tue Jul 08 23:39:37 2025	1752007177	0	1094	1094	1092
Tue Jul 08 23:39:39 2025	1752007179	0	1095	1095	987
Tue Jul 08 23:39:39 2025	1752007179	0	1096	1096	954
Tue Jul 08 23:39:39 2025	1752007179	0	1097	1097	989
Tue Jul 08 23:39:41 2025	1752007181	0	1099	1099	1012
Tue Jul 08 23:39:42 2025	1752007182	0	1101	1101	1055
Tue Jul 08 23:39:47 2025	1752007187	0	1102	1102	1100
Tue Jul 08 23:39:37 2025	1752007177	0	1104	1104	789
Tue Jul 08 23:39:38 2025	1752007178	0	1104	1104	1103
Tue Jul 08 23:39:45 2025	1752007185	0	1104	1104	958
Tue Jul 08 23:39:35 2025	1752007175	7	1097	1104	1096
Tue Jul 08 23:39:47 2025	1752007187	0	1107	1107	1106
Tue Jul 08 23:39:39 2025	1752007179	5	1102	1107	703
Tue Jul 08 23:39:35 2025	1752007175	3	1104	1107	1104
Tue Jul 08 23:39:38 2025	1752007178	0	1108	1108	1106
Tue Jul 08 23:39:41 2025	1752007181	0	1109	1109	1109
Tue Jul 08 23:39:36 2025	1752007176	0	1110	1110	927
Tue Jul 08 23:39:36 2025	1752007176	0	1110	1111	1029
Tue Jul 08 23:39:35 2025	1752007175	10	1104	1113	1103
Tue Jul 08 23:39:36 2025	1752007176	0	1116	1116	954
Tue Jul 08 23:39:41 2025	1752007181	0	1119	1119	1118
Tue Jul 08 23:39:41 2025	1752007181	0	1121	1121	1088
Tue Jul 08 23:39:47 2025	1752007187	0	1123	1123	1122
Tue Jul 08 23:39:36 2025	1752007176	0	1123	1123	950
Tue Jul 08 23:39:38 2025	1752007178	1	1123	1124	1123
Tue Jul 08 23:39:37 2025	1752007177	0	1124	1124	925
Tue Jul 08 23:39:39 2025	1752007179	2	1123	1125	1122
Tue Jul 08 23:39:42 2025	1752007182	0	1125	1125	732
Tue Jul 08 23:39:37 2025	1752007177	0	1126	1126	816
Tue Jul 08 23:39:41 2025	1752007181	2	1125	1127	1124
Tue Jul 08 23:39:37 2025	1752007177	0	1131	1131	900
Tue Jul 08 23:39:37 2025	1752007177	0	1133	1133	891
Tue Jul 08 23:39:37 2025	1752007177	0	1133	1133	1132
Tue Jul 08 23:39:41 2025	1752007181	0	1134	1134	1133
Tue Jul 08 23:39:39 2025	1752007179	0	1134	1134	1133
Tue Jul 08 23:39:36 2025	1752007176	0	1135	1135	1134
Tue Jul 08 23:39:44 2025	1752007184	0	1135	1135	1104
Tue Jul 08 23:39:39 2025	1752007179	0	1135	1135	1027
Tue Jul 08 23:39:39 2025	1752007179	0	1135	1135	1132
Tue Jul 08 23:39:39 2025	1752007179	5	1131	1136	1131
Tue Jul 08 23:39:36 2025	1752007176	0	1136	1137	847
Tue Jul 08 23:39:37 2025	1752007177	1	1136	1137	1036
Tue Jul 08 23:39:37 2025	1752007177	1	1136	1137	919
Tue Jul 08 23:39:37 2025	1752007177	0	1139	1139	1130
Tue Jul 08 23:39:39 2025	1752007179	0	1140	1140	1140
Tue Jul 08 23:39:38 2025	1752007178	0	1141	1141	1137
Tue Jul 08 23:39:40 2025	1752007180	1	1141	1141	1061
Tue Jul 08 23:39:40 2025	1752007180	0	1145	1145	1123
Tue Jul 08 23:39:37 2025	1752007177	0	1151	1151	1146
Tue Jul 08 23:39:38 2025	1752007178	0	1153	1153	1152
Tue Jul 08 23:39:38 2025	1752007178	0	1152	1153	1151
Tue Jul 08 23:39:36 2025	1752007176	0	1157	1157	1156
Tue Jul 08 23:39:37 2025	1752007177	0	1158	1158	1085
Tue Jul 08 23:39:38 2025	1752007178	1	1158	1159	1135
Tue Jul 08 23:39:37 2025	1752007177	0	1162	1162	1160
Tue Jul 08 23:39:37 2025	1752007177	1	1162	1163	1036
Tue Jul 08 23:39:37 2025	1752007177	0	1164	1164	1163
Tue Jul 08 23:39:35 2025	1752007175	7	1163	1170	1073
Tue Jul 08 23:39:36 2025	1752007176	0	1171	1171	992
Tue Jul 08 23:39:39 2025	1752007179	5	1167	1171	1166
Tue Jul 08 23:39:39 2025	1752007179	2	1170	1172	1160
Tue Jul 08 23:39:40 2025	1752007180	0	1172	1172	1171
Tue Jul 08 23:39:45 2025	1752007185	0	1175	1175	1110
Tue Jul 08 23:39:36 2025	1752007176	5	1170	1175	718
Tue Jul 08 23:39:47 2025	1752007187	2	1174	1176	1174
Tue Jul 08 23:39:44 2025	1752007184	0	1176	1176	1156
Tue Jul 08 23:39:37 2025	1752007177	0	1176	1177	1046
Tue Jul 08 23:39:37 2025	1752007177	1	1177	1178	1075
Tue Jul 08 23:39:37 2025	1752007177	1	1177	1178	961
Tue Jul 08 23:39:37 2025	1752007177	1	1177	1178	951
Tue Jul 08 23:39:38 2025	1752007178	1	1183	1184	1181
Tue Jul 08 23:39:39 2025	1752007179	0	1187	1187	1186
Tue Jul 08 23:39:39 2025	1752007179	0	1188	1189	998
Tue Jul 08 23:39:39 2025	1752007179	0	1188	1189	984
Tue Jul 08 23:39:39 2025	1752007179	0	1196	1196	1108
Tue Jul 08 23:39:37 2025	1752007177	0	1199	1199	1158
Tue Jul 08 23:39:40 2025	1752007180	1	1199	1200	1199
Tue Jul 08 23:39:36 2025	1752007176	0	1202	1202	1176
Tue Jul 08 23:39:39 2025	1752007179	0	1202	1202	1201
Tue Jul 08 23:39:39 2025	1752007179	0	1202	1202	1128
Tue Jul 08 23:39:39 2025	1752007179	0	1203	1203	1168
Tue Jul 08 23:39:44 2025	1752007184	0	1205	1205	1203
Tue Jul 08 23:39:37 2025	1752007177	0	1205	1205	1205
Tue Jul 08 23:39:37 2025	1752007177	0	1209	1209	941
Tue Jul 08 23:39:35 2025	1752007175	0	1211	1211	1108
Tue Jul 08 23:39:39 2025	1752007179	4	1208	1213	1207
Tue Jul 08 23:39:37 2025	1752007177	0	1217	1217	1134
Tue Jul 08 23:39:35 2025	1752007175	0	1217	1217	1217
Tue Jul 08 23:39:37 2025	1752007177	0	1224	1224	1224
Tue Jul 08 23:39:35 2025	1752007175	0	1225	1225	1224
Tue Jul 08 23:39:40 2025	1752007180	0	1235	1236	1235
Tue Jul 08 23:39:40 2025	1752007180	0	1236	1236	1236
Tue Jul 08 23:39:40 2025	1752007180	1	1239	1240	1238
Tue Jul 08 23:39:38 2025	1752007178	0	1243	1243	1242
Tue Jul 08 23:39:37 2025	1752007177	0	1245	1246	1163
Tue Jul 08 23:39:38 2025	1752007178	0	1247	1247	1223
Tue Jul 08 23:39:40 2025	1752007180	0	1248	1248	1248
Tue Jul 08 23:39:40 2025	1752007180	0	1249	1249	792
Tue Jul 08 23:39:40 2025	1752007180	3	1248	1251	1247
Tue Jul 08 23:39:35 2025	1752007175	2	1248	1251	1119
Tue Jul 08 23:39:38 2025	1752007178	0	1261	1261	914
Tue Jul 08 23:39:38 2025	1752007178	0	1261	1262	1181
Tue Jul 08 23:39:37 2025	1752007177	0	1266	1266	1261
Tue Jul 08 23:39:38 2025	1752007178	0	1267	1267	1136
Tue Jul 08 23:39:38 2025	1752007178	0	1273	1273	1148
Tue Jul 08 23:39:38 2025	1752007178	0	1273	1273	1158
Tue Jul 08 23:39:38 2025	1752007178	0	1273	1273	1133
Tue Jul 08 23:39:38 2025	1752007178	0	1274	1274	1118
Tue Jul 08 23:39:38 2025	1752007178	0	1279	1279	1217
Tue Jul 08 23:39:37 2025	1752007177	0	1280	1280	1010
Tue Jul 08 23:39:38 2025	1752007178	0	1281	1281	1259
Tue Jul 08 23:39:35 2025	1752007175	0	1287	1287	1204
Tue Jul 08 23:39:35 2025	1752007175	0	1288	1288	1183
Tue Jul 08 23:39:37 2025	1752007177	0	1292	1292	1130
Tue Jul 08 23:39:36 2025	1752007176	0	1296	1297	438
Tue Jul 08 23:39:37 2025	1752007177	0	1298	1298	1297
Tue Jul 08 23:39:37 2025	1752007177	0	1301	1301	1239
Tue Jul 08 23:39:38 2025	1752007178	0	1310	1310	1307
Tue Jul 08 23:39:39 2025	1752007179	2	1317	1318	1093
Tue Jul 08 23:39:35 2025	1752007175	0	1320	1320	1116
Tue Jul 08 23:39:38 2025	1752007178	0	1331	1331	1252
Tue Jul 08 23:39:39 2025	1752007179	2	1333	1335	1219
Tue Jul 08 23:39:37 2025	1752007177	0	1339	1339	1089
Tue Jul 08 23:39:37 2025	1752007177	0	1340	1340	960
Tue Jul 08 23:39:37 2025	1752007177	0	1340	1340	1070
Tue Jul 08 23:39:35 2025	1752007175	0	1342	1342	1331
Tue Jul 08 23:39:36 2025	1752007176	0	1343	1343	1155
Tue Jul 08 23:39:40 2025	1752007180	1	1345	1346	1336
Tue Jul 08 23:39:37 2025	1752007177	0	1349	1349	967
Tue Jul 08 23:39:37 2025	1752007177	0	1351	1351	1013
Tue Jul 08 23:39:36 2025	1752007176	0	1361	1361	1291
Tue Jul 08 23:39:39 2025	1752007179	0	1363	1364	1362
Tue Jul 08 23:39:36 2025	1752007176	2	1364	1366	1250
Tue Jul 08 23:39:35 2025	1752007175	0	1367	1367	1271
Tue Jul 08 23:39:37 2025	1752007177	1	1368	1368	1082
Tue Jul 08 23:39:37 2025	1752007177	0	1370	1370	979
Tue Jul 08 23:39:37 2025	1752007177	0	1377	1378	1377
Tue Jul 08 23:39:39 2025	1752007179	0	1381	1381	1308
Tue Jul 08 23:39:35 2025	1752007175	3	1386	1389	1165
Tue Jul 08 23:39:35 2025	1752007175	2	1387	1389	1131
Tue Jul 08 23:39:35 2025	1752007175	3	1386	1389	1181
Tue Jul 08 23:39:40 2025	1752007180	0	1391	1391	1390
Tue Jul 08 23:39:37 2025	1752007177	0	1392	1392	1123
Tue Jul 08 23:39:37 2025	1752007177	0	1392	1392	1120
Tue Jul 08 23:39:35 2025	1752007175	3	1390	1393	1203
Tue Jul 08 23:39:35 2025	1752007175	7	1387	1394	1163
Tue Jul 08 23:39:35 2025	1752007175	7	1387	1394	1174
Tue Jul 08 23:39:37 2025	1752007177	0	1396	1396	1091
Tue Jul 08 23:39:37 2025	1752007177	0	1397	1397	1097
Tue Jul 08 23:39:35 2025	1752007175	9	1388	1397	1176
Tue Jul 08 23:39:35 2025	1752007175	9	1388	1397	1201
Tue Jul 08 23:39:40 2025	1752007180	0	1398	1399	1352
Tue Jul 08 23:39:35 2025	1752007175	7	1392	1400	1203
Tue Jul 08 23:39:37 2025	1752007177	0	1401	1401	1339
Tue Jul 08 23:39:35 2025	1752007175	3	1398	1401	1210
Tue Jul 08 23:39:35 2025	1752007175	3	1399	1402	1294
Tue Jul 08 23:39:35 2025	1752007175	3	1400	1403	1322
Tue Jul 08 23:39:35 2025	1752007175	3	1401	1404	1348
Tue Jul 08 23:39:35 2025	1752007175	10	1396	1405	1206
Tue Jul 08 23:39:35 2025	1752007175	9	1400	1409	1235
Tue Jul 08 23:39:35 2025	1752007175	9	1400	1409	1141
Tue Jul 08 23:39:40 2025	1752007180	3	1406	1410	1406
Tue Jul 08 23:39:40 2025	1752007180	1	1411	1411	1410
Tue Jul 08 23:39:41 2025	1752007181	0	1417	1417	1338
Tue Jul 08 23:39:37 2025	1752007177	0	1417	1417	1278
Tue Jul 08 23:39:41 2025	1752007181	0	1421	1421	1342
Tue Jul 08 23:39:39 2025	1752007179	0	1422	1422	1418
Tue Jul 08 23:39:40 2025	1752007180	3	1420	1423	1362
Tue Jul 08 23:39:39 2025	1752007179	0	1424	1424	1423
Tue Jul 08 23:39:39 2025	1752007179	0	1431	1431	1430
Tue Jul 08 23:39:37 2025	1752007177	0	1435	1435	1388
Tue Jul 08 23:39:39 2025	1752007179	0	1438	1438	1437
Tue Jul 08 23:39:45 2025	1752007185	0	1441	1442	1324
Tue Jul 08 23:39:39 2025	1752007179	0	1445	1445	1443
Tue Jul 08 23:39:36 2025	1752007176	0	1447	1448	1298
Tue Jul 08 23:39:36 2025	1752007176	0	1459	1459	1231
Tue Jul 08 23:39:36 2025	1752007176	0	1459	1459	960
Tue Jul 08 23:39:37 2025	1752007177	0	1460	1460	1155
Tue Jul 08 23:39:37 2025	1752007177	0	1461	1461	1434
Tue Jul 08 23:39:38 2025	1752007178	0	1469	1469	1468
Tue Jul 08 23:39:38 2025	1752007178	0	1471	1471	1096
Tue Jul 08 23:39:37 2025	1752007177	0	1472	1472	1409
Tue Jul 08 23:39:39 2025	1752007179	0	1474	1474	1379
Tue Jul 08 23:39:36 2025	1752007176	0	1476	1476	1370
Tue Jul 08 23:39:37 2025	1752007177	0	1477	1478	1477
Tue Jul 08 23:39:39 2025	1752007179	0	1483	1483	1462
Tue Jul 08 23:39:39 2025	1752007179	0	1490	1490	1489
Tue Jul 08 23:39:39 2025	1752007179	0	1496	1496	1481
Tue Jul 08 23:39:39 2025	1752007179	0	1503	1503	1423
Tue Jul 08 23:39:39 2025	1752007179	0	1505	1505	1484
Tue Jul 08 23:39:40 2025	1752007180	1	1516	1517	1515
Tue Jul 08 23:39:39 2025	1752007179	0	1518	1518	1509
Tue Jul 08 23:39:39 2025	1752007179	0	1522	1523	1522
Tue Jul 08 23:39:39 2025	1752007179	0	1525	1525	1299
Tue Jul 08 23:39:40 2025	1752007180	1	1526	1527	1525
Tue Jul 08 23:39:37 2025	1752007177	0	1541	1541	1423
Tue Jul 08 23:39:37 2025	1752007177	0	1541	1541	1538
Tue Jul 08 23:39:37 2025	1752007177	0	1544	1544	1427
Tue Jul 08 23:39:35 2025	1752007175	3	1545	1547	1370
Tue Jul 08 23:39:39 2025	1752007179	0	1551	1552	1549
Tue Jul 08 23:39:37 2025	1752007177	0	1555	1555	1383
Tue Jul 08 23:39:38 2025	1752007178	0	1558	1558	1519
Tue Jul 08 23:39:39 2025	1752007179	2	1562	1563	1306
Tue Jul 08 23:39:39 2025	1752007179	0	1566	1566	1549
Tue Jul 08 23:39:38 2025	1752007178	1	1571	1572	1571
Tue Jul 08 23:39:36 2025	1752007176	0	1572	1572	1301
Tue Jul 08 23:39:39 2025	1752007179	0	1576	1576	1570
Tue Jul 08 23:39:39 2025	1752007179	0	1595	1595	1462
Tue Jul 08 23:39:39 2025	1752007179	0	1602	1602	1601
Tue Jul 08 23:39:39 2025	1752007179	0	1603	1604	1597
Tue Jul 08 23:39:40 2025	1752007180	2	1610	1612	1573
Tue Jul 08 23:39:40 2025	1752007180	3	1610	1613	1552
Tue Jul 08 23:39:37 2025	1752007177	0	1616	1616	1611
Tue Jul 08 23:39:37 2025	1752007177	0	1625	1625	1594
Tue Jul 08 23:39:40 2025	1752007180	0	1636	1636	1635
Tue Jul 08 23:39:35 2025	1752007175	2	1636	1638	1414
Tue Jul 08 23:39:37 2025	1752007177	0	1644	1644	1471
Tue Jul 08 23:39:37 2025	1752007177	0	1645	1645	1346
Tue Jul 08 23:39:35 2025	1752007175	3	1646	1649	1421
Tue Jul 08 23:39:35 2025	1752007175	2	1649	1651	1383
Tue Jul 08 23:39:39 2025	1752007179	0	1659	1659	1658
Tue Jul 08 23:39:35 2025	1752007175	9	1650	1659	1432
Tue Jul 08 23:39:35 2025	1752007175	10	1650	1660	1568
Tue Jul 08 23:39:39 2025	1752007179	0	1684	1685	1374
Tue Jul 08 23:39:40 2025	1752007180	0	1710	1711	1708
Tue Jul 08 23:39:39 2025	1752007179	0	1714	1714	1693
Tue Jul 08 23:39:39 2025	1752007179	5	1710	1714	1706
Tue Jul 08 23:39:40 2025	1752007180	0	1715	1716	1598
Tue Jul 08 23:39:40 2025	1752007180	1	1715	1716	1588
Tue Jul 08 23:39:39 2025	1752007179	0	1717	1717	1508
Tue Jul 08 23:39:37 2025	1752007177	0	1720	1721	1162
Tue Jul 08 23:39:40 2025	1752007180	0	1728	1729	1728
Tue Jul 08 23:39:36 2025	1752007176	0	1738	1738	1618
Tue Jul 08 23:39:37 2025	1752007177	0	1738	1738	1641
Tue Jul 08 23:39:39 2025	1752007179	5	1746	1751	1745
Tue Jul 08 23:39:38 2025	1752007178	0	1763	1763	1732
Tue Jul 08 23:39:38 2025	1752007178	0	1783	1783	1698
Tue Jul 08 23:39:39 2025	1752007179	0	1792	1792	1787
Tue Jul 08 23:39:37 2025	1752007177	0	1794	1794	1676
Tue Jul 08 23:39:40 2025	1752007180	0	1802	1802	1798
Tue Jul 08 23:39:36 2025	1752007176	0	1831	1831	1625
Tue Jul 08 23:39:40 2025	1752007180	0	1842	1842	1799
Tue Jul 08 23:39:40 2025	1752007180	0	1846	1846	1788
Tue Jul 08 23:39:40 2025	1752007180	0	1852	1852	1718
